,SNWD,WTEQ,date,year,month,day
90,91.0,25.4,2018-01-30,2018,1,30
91,87.0,25.7,2018-01-31,2018,1,31
92,87.0,25.8,2018-02-01,2018,2,1
93,92.0,26.3,2018-02-02,2018,2,2
94,91.0,27.2,2018-02-03,2018,2,3
95,90.0,27.5,2018-02-04,2018,2,4
96,94.0,28.3,2018-02-05,2018,2,5
97,94.0,28.4,2018-02-06,2018,2,6
98,94.0,28.5,2018-02-07,2018,2,7
99,95.0,28.7,2018-02-08,2018,2,8
100,91.0,29.1,2018-02-09,2018,2,9
101,90.0,29.1,2018-02-10,2018,2,10
102,89.0,29.1,2018-02-11,2018,2,11
103,89.0,29.1,2018-02-12,2018,2,12
104,88.0,29.1,2018-02-13,2018,2,13
105,89.0,29.3,2018-02-14,2018,2,14
106,101.0,30.3,2018-02-15,2018,2,15
107,100.0,30.5,2018-02-16,2018,2,16
108,100.0,30.8,2018-02-17,2018,2,17
109,111.0,31.9,2018-02-18,2018,2,18
110,107.0,32.1,2018-02-19,2018,2,19
111,105.0,32.2,2018-02-20,2018,2,20
112,103.0,32.3,2018-02-21,2018,2,21
113,101.0,32.4,2018-02-22,2018,2,22
114,99.0,32.4,2018-02-23,2018,2,23
115,102.0,32.8,2018-02-24,2018,2,24
116,103.0,32.9,2018-02-25,2018,2,25
117,113.0,34.0,2018-02-26,2018,2,26
118,111.0,34.1,2018-02-27,2018,2,27
119,109.0,34.3,2018-02-28,2018,2,28
120,107.0,34.5,2018-03-01,2018,3,1
121,108.0,34.7,2018-03-02,2018,3,2
122,111.0,35.3,2018-03-03,2018,3,3
123,109.0,35.6,2018-03-04,2018,3,4
124,107.0,35.6,2018-03-05,2018,3,5
125,103.0,35.6,2018-03-06,2018,3,6
126,106.0,35.7,2018-03-07,2018,3,7
127,106.0,35.8,2018-03-08,2018,3,8
128,111.0,36.9,2018-03-09,2018,3,9
129,114.0,37.8,2018-03-10,2018,3,10
130,112.0,37.8,2018-03-11,2018,3,11
131,110.0,37.9,2018-03-12,2018,3,12
132,109.0,38.0,2018-03-13,2018,3,13
133,107.0,38.1,2018-03-14,2018,3,14
134,108.0,38.3,2018-03-15,2018,3,15
135,108.0,38.3,2018-03-16,2018,3,16
136,107.0,38.4,2018-03-17,2018,3,17
137,107.0,38.4,2018-03-18,2018,3,18
138,112.0,39.0,2018-03-19,2018,3,19
139,120.0,40.6,2018-03-20,2018,3,20
140,118.0,40.7,2018-03-21,2018,3,21
141,116.0,40.7,2018-03-22,2018,3,22
142,116.0,41.3,2018-03-23,2018,3,23
143,114.0,41.7,2018-03-24,2018,3,24
144,117.0,42.1,2018-03-25,2018,3,25
145,117.0,42.2,2018-03-26,2018,3,26
146,116.0,42.4,2018-03-27,2018,3,27
147,117.0,43.0,2018-03-28,2018,3,28
148,116.0,43.1,2018-03-29,2018,3,29
149,115.0,43.2,2018-03-30,2018,3,30
150,116.0,43.1,2018-03-31,2018,3,31
151,116.0,43.2,2018-04-01,2018,4,1
152,127.0,44.6,2018-04-02,2018,4,2
153,129.0,44.9,2018-04-03,2018,4,3
154,130.0,45.3,2018-04-04,2018,4,4
155,129.0,45.4,2018-04-05,2018,4,5
156,130.0,45.7,2018-04-06,2018,4,6
157,128.0,45.9,2018-04-07,2018,4,7
158,132.0,46.7,2018-04-08,2018,4,8
159,135.0,47.7,2018-04-09,2018,4,9
160,133.0,47.9,2018-04-10,2018,4,10
161,132.0,48.4,2018-04-11,2018,4,11
162,129.0,48.5,2018-04-12,2018,4,12
163,141.0,49.9,2018-04-13,2018,4,13
164,139.0,50.2,2018-04-14,2018,4,14
165,138.0,50.7,2018-04-15,2018,4,15
166,137.0,51.4,2018-04-16,2018,4,16
167,140.0,51.8,2018-04-17,2018,4,17
168,143.0,52.9,2018-04-18,2018,4,18
169,143.0,53.2,2018-04-19,2018,4,19
170,139.0,53.2,2018-04-20,2018,4,20
171,135.0,53.2,2018-04-21,2018,4,21
172,134.0,53.2,2018-04-22,2018,4,22
173,134.0,53.1,2018-04-23,2018,4,23
174,133.0,53.0,2018-04-24,2018,4,24
175,130.0,53.1,2018-04-25,2018,4,25
176,127.0,53.0,2018-04-26,2018,4,26
177,122.0,52.8,2018-04-27,2018,4,27
178,120.0,52.7,2018-04-28,2018,4,28
179,117.0,52.3,2018-04-29,2018,4,29
180,116.0,51.7,2018-04-30,2018,4,30
181,116.0,51.6,2018-05-01,2018,5,1
182,115.0,51.2,2018-05-02,2018,5,2
183,113.0,50.7,2018-05-03,2018,5,3
184,110.0,50.1,2018-05-04,2018,5,4
185,107.0,49.3,2018-05-05,2018,5,5
186,105.0,48.6,2018-05-06,2018,5,6
187,102.0,47.7,2018-05-07,2018,5,7
188,98.0,46.7,2018-05-08,2018,5,8
189,96.0,45.5,2018-05-09,2018,5,9
190,96.0,45.6,2018-05-10,2018,5,10
191,94.0,45.1,2018-05-11,2018,5,11
192,93.0,45.0,2018-05-12,2018,5,12
193,91.0,44.6,2018-05-13,2018,5,13
194,88.0,43.7,2018-05-14,2018,5,14
195,85.0,43.1,2018-05-15,2018,5,15
