,SNWD,WTEQ,date,year,month,day
108,82.0,27.7,2016-02-17,2016,2,17
109,82.0,27.9,2016-02-18,2016,2,18
110,82.0,28.3,2016-02-19,2016,2,19
111,85.0,28.7,2016-02-20,2016,2,20
112,94.0,30.3,2016-02-21,2016,2,21
113,93.0,30.3,2016-02-22,2016,2,22
114,91.0,30.2,2016-02-23,2016,2,23
115,90.0,30.2,2016-02-24,2016,2,24
116,89.0,30.2,2016-02-25,2016,2,25
117,88.0,30.2,2016-02-26,2016,2,26
118,87.0,30.4,2016-02-27,2016,2,27
119,89.0,30.9,2016-02-28,2016,2,28
120,89.0,30.9,2016-02-29,2016,2,29
121,92.0,31.5,2016-03-01,2016,3,1
122,95.0,32.2,2016-03-02,2016,3,2
123,94.0,32.4,2016-03-03,2016,3,3
124,94.0,32.5,2016-03-04,2016,3,4
125,93.0,32.6,2016-03-05,2016,3,5
126,92.0,33.2,2016-03-06,2016,3,6
127,91.0,33.4,2016-03-07,2016,3,7
128,92.0,33.6,2016-03-08,2016,3,8
129,91.0,33.8,2016-03-09,2016,3,9
130,93.0,33.9,2016-03-10,2016,3,10
131,96.0,34.4,2016-03-11,2016,3,11
132,95.0,34.5,2016-03-12,2016,3,12
133,94.0,34.9,2016-03-13,2016,3,13
134,95.0,35.0,2016-03-14,2016,3,14
135,97.0,35.4,2016-03-15,2016,3,15
136,99.0,35.6,2016-03-16,2016,3,16
137,97.0,35.6,2016-03-17,2016,3,17
138,97.0,35.6,2016-03-18,2016,3,18
139,96.0,35.6,2016-03-19,2016,3,19
140,95.0,35.6,2016-03-20,2016,3,20
141,93.0,35.7,2016-03-21,2016,3,21
142,94.0,35.9,2016-03-22,2016,3,22
143,94.0,35.8,2016-03-23,2016,3,23
144,101.0,37.0,2016-03-24,2016,3,24
145,108.0,38.3,2016-03-25,2016,3,25
146,108.0,38.7,2016-03-26,2016,3,26
147,107.0,38.8,2016-03-27,2016,3,27
148,107.0,39.0,2016-03-28,2016,3,28
149,110.0,39.3,2016-03-29,2016,3,29
150,106.0,39.3,2016-03-30,2016,3,30
151,104.0,39.3,2016-03-31,2016,3,31
152,103.0,39.3,2016-04-01,2016,4,1
153,101.0,39.2,2016-04-02,2016,4,2
154,99.0,39.1,2016-04-03,2016,4,3
155,97.0,39.0,2016-04-04,2016,4,4
156,100.0,40.5,2016-04-05,2016,4,5
157,101.0,40.6,2016-04-06,2016,4,6
158,99.0,40.6,2016-04-07,2016,4,7
159,96.0,40.5,2016-04-08,2016,4,8
160,94.0,40.3,2016-04-09,2016,4,9
161,92.0,39.8,2016-04-10,2016,4,10
162,90.0,39.5,2016-04-11,2016,4,11
163,89.0,39.1,2016-04-12,2016,4,12
164,88.0,38.9,2016-04-13,2016,4,13
165,91.0,39.4,2016-04-14,2016,4,14
166,90.0,39.3,2016-04-15,2016,4,15
167,89.0,39.3,2016-04-16,2016,4,16
168,88.0,39.1,2016-04-17,2016,4,17
169,86.0,38.8,2016-04-18,2016,4,18
170,85.0,38.4,2016-04-19,2016,4,19
171,82.0,37.8,2016-04-20,2016,4,20
172,80.0,36.9,2016-04-21,2016,4,21
173,78.0,36.2,2016-04-22,2016,4,22
174,76.0,35.7,2016-04-23,2016,4,23
175,74.0,34.7,2016-04-24,2016,4,24
176,73.0,34.5,2016-04-25,2016,4,25
177,73.0,35.0,2016-04-26,2016,4,26
178,72.0,35.2,2016-04-27,2016,4,27
179,70.0,34.4,2016-04-28,2016,4,28
180,70.0,34.3,2016-04-29,2016,4,29
181,70.0,34.3,2016-04-30,2016,4,30
182,69.0,34.1,2016-05-01,2016,5,1
183,66.0,33.1,2016-05-02,2016,5,2
184,65.0,31.7,2016-05-03,2016,5,3
185,62.0,30.3,2016-05-04,2016,5,4
186,60.0,29.6,2016-05-05,2016,5,5
187,58.0,29.2,2016-05-06,2016,5,6
188,56.0,28.5,2016-05-07,2016,5,7
189,53.0,27.8,2016-05-08,2016,5,8
190,51.0,26.7,2016-05-09,2016,5,9
191,52.0,26.9,2016-05-10,2016,5,10
192,51.0,27.4,2016-05-11,2016,5,11
193,50.0,27.1,2016-05-12,2016,5,12
194,50.0,26.7,2016-05-13,2016,5,13
195,49.0,26.3,2016-05-14,2016,5,14
196,47.0,25.2,2016-05-15,2016,5,15
