,SNWD,WTEQ,date,year,month,day
59,82.0,19.0,2007-12-30,2007,12,30
60,84.0,19.3,2007-12-31,2007,12,31
61,83.0,19.3,2008-01-01,2008,1,1
62,78.0,19.6,2008-01-02,2008,1,2
63,77.0,19.8,2008-01-03,2008,1,3
64,76.0,20.2,2008-01-04,2008,1,4
65,76.0,20.5,2008-01-05,2008,1,5
66,77.0,20.6,2008-01-06,2008,1,6
67,78.0,20.7,2008-01-07,2008,1,7
68,79.0,20.9,2008-01-08,2008,1,8
69,82.0,21.2,2008-01-09,2008,1,9
70,85.0,21.5,2008-01-10,2008,1,10
71,86.0,21.8,2008-01-11,2008,1,11
72,82.0,22.1,2008-01-12,2008,1,12
73,81.0,22.2,2008-01-13,2008,1,13
74,80.0,22.3,2008-01-14,2008,1,14
75,82.0,22.7,2008-01-15,2008,1,15
76,87.0,23.2,2008-01-16,2008,1,16
77,87.0,23.4,2008-01-17,2008,1,17
78,85.0,23.4,2008-01-18,2008,1,18
79,84.0,23.4,2008-01-19,2008,1,19
80,84.0,23.6,2008-01-20,2008,1,20
81,83.0,23.6,2008-01-21,2008,1,21
82,80.0,23.6,2008-01-22,2008,1,22
83,80.0,23.6,2008-01-23,2008,1,23
84,79.0,23.7,2008-01-24,2008,1,24
85,79.0,23.7,2008-01-25,2008,1,25
86,78.0,23.7,2008-01-26,2008,1,26
87,81.0,24.4,2008-01-27,2008,1,27
88,91.0,25.7,2008-01-28,2008,1,28
89,92.0,25.8,2008-01-29,2008,1,29
90,100.0,26.3,2008-01-30,2008,1,30
91,98.0,26.6,2008-01-31,2008,1,31
92,98.0,27.1,2008-02-01,2008,2,1
93,100.0,27.3,2008-02-02,2008,2,2
94,97.0,27.4,2008-02-03,2008,2,3
95,95.0,27.4,2008-02-04,2008,2,4
96,97.0,27.6,2008-02-05,2008,2,5
97,99.0,28.4,2008-02-06,2008,2,6
98,97.0,28.4,2008-02-07,2008,2,7
99,102.0,29.0,2008-02-08,2008,2,8
100,100.0,29.2,2008-02-09,2008,2,9
101,99.0,29.6,2008-02-10,2008,2,10
102,103.0,30.7,2008-02-11,2008,2,11
103,103.0,31.0,2008-02-12,2008,2,12
104,107.0,32.3,2008-02-13,2008,2,13
105,114.0,32.9,2008-02-14,2008,2,14
106,113.0,32.9,2008-02-15,2008,2,15
107,113.0,33.6,2008-02-16,2008,2,16
108,111.0,33.6,2008-02-17,2008,2,17
109,109.0,33.6,2008-02-18,2008,2,18
110,107.0,33.7,2008-02-19,2008,2,19
111,106.0,33.7,2008-02-20,2008,2,20
112,104.0,33.7,2008-02-21,2008,2,21
113,104.0,33.7,2008-02-22,2008,2,22
114,103.0,33.7,2008-02-23,2008,2,23
115,102.0,33.7,2008-02-24,2008,2,24
116,101.0,33.6,2008-02-25,2008,2,25
117,102.0,33.7,2008-02-26,2008,2,26
118,100.0,33.8,2008-02-27,2008,2,27
119,99.0,33.8,2008-02-28,2008,2,28
120,98.0,33.8,2008-02-29,2008,2,29
121,98.0,33.8,2008-03-01,2008,3,1
122,99.0,33.9,2008-03-02,2008,3,2
123,98.0,33.9,2008-03-03,2008,3,3
124,106.0,34.8,2008-03-04,2008,3,4
125,108.0,34.9,2008-03-05,2008,3,5
126,106.0,35.0,2008-03-06,2008,3,6
127,105.0,35.0,2008-03-07,2008,3,7
128,104.0,35.2,2008-03-08,2008,3,8
129,101.0,35.2,2008-03-09,2008,3,9
130,101.0,35.2,2008-03-10,2008,3,10
131,100.0,35.2,2008-03-11,2008,3,11
132,101.0,35.3,2008-03-12,2008,3,12
133,102.0,35.4,2008-03-13,2008,3,13
134,101.0,35.4,2008-03-14,2008,3,14
135,103.0,35.7,2008-03-15,2008,3,15
136,105.0,36.0,2008-03-16,2008,3,16
137,107.0,36.2,2008-03-17,2008,3,17
138,109.0,36.4,2008-03-18,2008,3,18
139,112.0,36.7,2008-03-19,2008,3,19
140,109.0,36.9,2008-03-20,2008,3,20
141,111.0,37.1,2008-03-21,2008,3,21
142,112.0,37.3,2008-03-22,2008,3,22
143,113.0,37.7,2008-03-23,2008,3,23
144,115.0,38.0,2008-03-24,2008,3,24
145,114.0,38.0,2008-03-25,2008,3,25
146,112.0,38.1,2008-03-26,2008,3,26
147,114.0,38.3,2008-03-27,2008,3,27
148,117.0,38.6,2008-03-28,2008,3,28
149,116.0,38.9,2008-03-29,2008,3,29
150,118.0,39.1,2008-03-30,2008,3,30
151,119.0,39.2,2008-03-31,2008,3,31
152,117.0,39.2,2008-04-01,2008,4,1
153,119.0,39.4,2008-04-02,2008,4,2
154,117.0,39.4,2008-04-03,2008,4,3
155,115.0,39.5,2008-04-04,2008,4,4
156,117.0,39.6,2008-04-05,2008,4,5
157,116.0,39.6,2008-04-06,2008,4,6
158,117.0,39.8,2008-04-07,2008,4,7
159,117.0,40.2,2008-04-08,2008,4,8
160,116.0,40.2,2008-04-09,2008,4,9
161,115.0,40.2,2008-04-10,2008,4,10
162,114.0,40.2,2008-04-11,2008,4,11
163,113.0,40.3,2008-04-12,2008,4,12
164,109.0,40.3,2008-04-13,2008,4,13
165,106.0,40.3,2008-04-14,2008,4,14
166,108.0,40.6,2008-04-15,2008,4,15
167,118.0,41.4,2008-04-16,2008,4,16
168,121.0,41.8,2008-04-17,2008,4,17
169,124.0,42.2,2008-04-18,2008,4,18
170,122.0,42.2,2008-04-19,2008,4,19
171,125.0,42.4,2008-04-20,2008,4,20
172,124.0,42.4,2008-04-21,2008,4,21
173,122.0,42.4,2008-04-22,2008,4,22
174,119.0,42.5,2008-04-23,2008,4,23
175,117.0,42.5,2008-04-24,2008,4,24
176,121.0,43.0,2008-04-25,2008,4,25
177,124.0,43.3,2008-04-26,2008,4,26
178,121.0,43.4,2008-04-27,2008,4,27
179,119.0,43.4,2008-04-28,2008,4,28
180,116.0,43.1,2008-04-29,2008,4,29
181,118.0,43.3,2008-04-30,2008,4,30
182,117.0,43.3,2008-05-01,2008,5,1
183,118.0,43.4,2008-05-02,2008,5,2
184,115.0,43.5,2008-05-03,2008,5,3
185,112.0,43.3,2008-05-04,2008,5,4
186,109.0,43.1,2008-05-05,2008,5,5
187,105.0,42.8,2008-05-06,2008,5,6
188,103.0,42.4,2008-05-07,2008,5,7
189,105.0,42.6,2008-05-08,2008,5,8
190,104.0,42.6,2008-05-09,2008,5,9
191,102.0,42.6,2008-05-10,2008,5,10
192,106.0,43.1,2008-05-11,2008,5,11
193,110.0,43.7,2008-05-12,2008,5,12
194,112.0,43.9,2008-05-13,2008,5,13
195,116.0,44.4,2008-05-14,2008,5,14
196,113.0,44.1,2008-05-15,2008,5,15
