,SNWD,WTEQ,date,year,month,day
60,73.0,20.3,2016-12-31,2016,12,31
61,74.0,20.5,2017-01-01,2017,1,1
62,72.0,20.6,2017-01-02,2017,1,2
63,71.0,20.6,2017-01-03,2017,1,3
64,70.0,20.6,2017-01-04,2017,1,4
65,67.0,20.6,2017-01-05,2017,1,5
66,67.0,20.6,2017-01-06,2017,1,6
67,66.0,20.6,2017-01-07,2017,1,7
68,66.0,20.6,2017-01-08,2017,1,8
69,69.0,21.0,2017-01-09,2017,1,9
70,68.0,21.4,2017-01-10,2017,1,10
71,69.0,21.4,2017-01-11,2017,1,11
72,68.0,21.4,2017-01-12,2017,1,12
73,67.0,21.4,2017-01-13,2017,1,13
74,67.0,21.2,2017-01-14,2017,1,14
75,67.0,21.2,2017-01-15,2017,1,15
76,67.0,21.2,2017-01-16,2017,1,16
77,67.0,21.1,2017-01-17,2017,1,17
78,66.0,21.2,2017-01-18,2017,1,18
79,68.0,21.9,2017-01-19,2017,1,19
80,69.0,22.1,2017-01-20,2017,1,20
81,69.0,22.1,2017-01-21,2017,1,21
82,68.0,22.1,2017-01-22,2017,1,22
83,69.0,22.0,2017-01-23,2017,1,23
84,69.0,22.0,2017-01-24,2017,1,24
85,69.0,22.0,2017-01-25,2017,1,25
86,68.0,22.0,2017-01-26,2017,1,26
87,68.0,22.0,2017-01-27,2017,1,27
88,68.0,22.0,2017-01-28,2017,1,28
89,67.0,22.0,2017-01-29,2017,1,29
90,67.0,22.1,2017-01-30,2017,1,30
91,67.0,22.1,2017-01-31,2017,1,31
92,67.0,22.1,2017-02-01,2017,2,1
93,67.0,22.1,2017-02-02,2017,2,2
94,66.0,22.1,2017-02-03,2017,2,3
95,70.0,22.5,2017-02-04,2017,2,4
96,75.0,23.2,2017-02-05,2017,2,5
97,90.0,25.3,2017-02-06,2017,2,6
98,95.0,25.7,2017-02-07,2017,2,7
99,92.0,25.7,2017-02-08,2017,2,8
100,93.0,26.1,2017-02-09,2017,2,9
101,100.0,28.3,2017-02-10,2017,2,10
102,98.0,28.6,2017-02-11,2017,2,11
103,97.0,28.6,2017-02-12,2017,2,12
104,95.0,28.7,2017-02-13,2017,2,13
105,94.0,28.8,2017-02-14,2017,2,14
106,93.0,29.0,2017-02-15,2017,2,15
107,93.0,29.2,2017-02-16,2017,2,16
108,94.0,30.1,2017-02-17,2017,2,17
109,93.0,30.3,2017-02-18,2017,2,18
110,96.0,30.5,2017-02-19,2017,2,19
111,97.0,30.6,2017-02-20,2017,2,20
112,99.0,31.0,2017-02-21,2017,2,21
113,99.0,31.2,2017-02-22,2017,2,22
114,98.0,31.2,2017-02-23,2017,2,23
115,97.0,31.3,2017-02-24,2017,2,24
116,96.0,31.3,2017-02-25,2017,2,25
117,110.0,31.8,2017-02-26,2017,2,26
118,109.0,32.3,2017-02-27,2017,2,27
119,111.0,32.7,2017-02-28,2017,2,28
120,116.0,33.0,2017-03-01,2017,3,1
121,116.0,33.6,2017-03-02,2017,3,2
122,113.0,34.1,2017-03-03,2017,3,3
123,112.0,34.8,2017-03-04,2017,3,4
124,110.0,34.8,2017-03-05,2017,3,5
125,111.0,35.0,2017-03-06,2017,3,6
126,113.0,35.2,2017-03-07,2017,3,7
127,113.0,35.7,2017-03-08,2017,3,8
128,111.0,35.7,2017-03-09,2017,3,9
129,114.0,36.2,2017-03-10,2017,3,10
130,112.0,36.4,2017-03-11,2017,3,11
131,112.0,36.9,2017-03-12,2017,3,12
132,113.0,37.3,2017-03-13,2017,3,13
133,117.0,38.3,2017-03-14,2017,3,14
134,115.0,39.3,2017-03-15,2017,3,15
135,113.0,40.4,2017-03-16,2017,3,16
136,111.0,39.9,2017-03-17,2017,3,17
137,110.0,39.8,2017-03-18,2017,3,18
138,109.0,39.7,2017-03-19,2017,3,19
139,108.0,39.4,2017-03-20,2017,3,20
140,107.0,39.1,2017-03-21,2017,3,21
141,106.0,39.4,2017-03-22,2017,3,22
142,109.0,39.7,2017-03-23,2017,3,23
143,109.0,39.5,2017-03-24,2017,3,24
144,109.0,39.5,2017-03-25,2017,3,25
145,109.0,39.3,2017-03-26,2017,3,26
146,109.0,39.2,2017-03-27,2017,3,27
147,110.0,39.3,2017-03-28,2017,3,28
148,113.0,39.4,2017-03-29,2017,3,29
149,116.0,40.0,2017-03-30,2017,3,30
150,114.0,39.7,2017-03-31,2017,3,31
151,113.0,39.6,2017-04-01,2017,4,1
152,111.0,39.5,2017-04-02,2017,4,2
153,114.0,39.7,2017-04-03,2017,4,3
154,116.0,40.1,2017-04-04,2017,4,4
155,115.0,40.2,2017-04-05,2017,4,5
156,114.0,40.5,2017-04-06,2017,4,6
157,112.0,40.8,2017-04-07,2017,4,7
158,112.0,41.7,2017-04-08,2017,4,8
159,114.0,41.9,2017-04-09,2017,4,9
160,120.0,43.0,2017-04-10,2017,4,10
161,120.0,43.2,2017-04-11,2017,4,11
162,118.0,43.4,2017-04-12,2017,4,12
163,120.0,43.9,2017-04-13,2017,4,13
164,117.0,44.1,2017-04-14,2017,4,14
165,117.0,44.2,2017-04-15,2017,4,15
166,118.0,44.3,2017-04-16,2017,4,16
167,116.0,44.5,2017-04-17,2017,4,17
168,117.0,44.6,2017-04-18,2017,4,18
169,116.0,44.9,2017-04-19,2017,4,19
170,115.0,45.0,2017-04-20,2017,4,20
171,118.0,45.6,2017-04-21,2017,4,21
172,116.0,46.0,2017-04-22,2017,4,22
173,115.0,46.1,2017-04-23,2017,4,23
174,115.0,46.3,2017-04-24,2017,4,24
175,116.0,46.5,2017-04-25,2017,4,25
176,118.0,47.2,2017-04-26,2017,4,26
177,121.0,48.1,2017-04-27,2017,4,27
178,130.0,49.3,2017-04-28,2017,4,28
179,128.0,49.5,2017-04-29,2017,4,29
180,125.0,50.0,2017-04-30,2017,4,30
181,126.0,50.3,2017-05-01,2017,5,1
182,126.0,50.6,2017-05-02,2017,5,2
183,125.0,50.6,2017-05-03,2017,5,3
184,123.0,50.6,2017-05-04,2017,5,4
185,120.0,50.6,2017-05-05,2017,5,5
186,119.0,50.0,2017-05-06,2017,5,6
187,117.0,49.5,2017-05-07,2017,5,7
188,116.0,49.5,2017-05-08,2017,5,8
189,115.0,49.5,2017-05-09,2017,5,9
190,114.0,49.2,2017-05-10,2017,5,10
191,112.0,48.7,2017-05-11,2017,5,11
192,109.0,48.3,2017-05-12,2017,5,12
193,108.0,48.0,2017-05-13,2017,5,13
194,109.0,47.9,2017-05-14,2017,5,14
195,109.0,48.2,2017-05-15,2017,5,15
