,SNWD,WTEQ,date,year,month,day
104,91.0,29.2,2006-02-13,2006,2,13
105,95.0,29.7,2006-02-14,2006,2,14
106,93.0,29.7,2006-02-15,2006,2,15
107,93.0,29.7,2006-02-16,2006,2,16
108,93.0,29.7,2006-02-17,2006,2,17
109,92.0,29.7,2006-02-18,2006,2,18
110,91.0,29.8,2006-02-19,2006,2,19
111,90.0,29.8,2006-02-20,2006,2,20
112,95.0,30.0,2006-02-21,2006,2,21
113,96.0,30.1,2006-02-22,2006,2,22
114,94.0,30.1,2006-02-23,2006,2,23
115,104.0,31.5,2006-02-24,2006,2,24
116,101.0,31.6,2006-02-25,2006,2,25
117,100.0,31.9,2006-02-26,2006,2,26
118,101.0,32.4,2006-02-27,2006,2,27
119,103.0,33.0,2006-02-28,2006,2,28
120,108.0,34.2,2006-03-01,2006,3,1
121,105.0,34.4,2006-03-02,2006,3,2
122,106.0,34.6,2006-03-03,2006,3,3
123,104.0,34.8,2006-03-04,2006,3,4
124,104.0,34.8,2006-03-05,2006,3,5
125,103.0,34.9,2006-03-06,2006,3,6
126,105.0,35.3,2006-03-07,2006,3,7
127,104.0,35.4,2006-03-08,2006,3,8
128,107.0,35.8,2006-03-09,2006,3,9
129,106.0,35.8,2006-03-10,2006,3,10
130,105.0,35.8,2006-03-11,2006,3,11
131,104.0,35.8,2006-03-12,2006,3,12
132,103.0,35.8,2006-03-13,2006,3,13
133,102.0,35.9,2006-03-14,2006,3,14
134,103.0,36.0,2006-03-15,2006,3,15
135,103.0,36.1,2006-03-16,2006,3,16
136,102.0,36.2,2006-03-17,2006,3,17
137,104.0,36.5,2006-03-18,2006,3,18
138,103.0,36.5,2006-03-19,2006,3,19
139,103.0,36.6,2006-03-20,2006,3,20
140,102.0,36.6,2006-03-21,2006,3,21
141,101.0,36.6,2006-03-22,2006,3,22
142,101.0,36.6,2006-03-23,2006,3,23
143,101.0,36.8,2006-03-24,2006,3,24
144,101.0,37.0,2006-03-25,2006,3,25
145,107.0,37.4,2006-03-26,2006,3,26
146,107.0,37.4,2006-03-27,2006,3,27
147,105.0,37.7,2006-03-28,2006,3,28
148,105.0,37.7,2006-03-29,2006,3,29
149,103.0,37.7,2006-03-30,2006,3,30
150,103.0,37.8,2006-03-31,2006,3,31
151,104.0,38.3,2006-04-01,2006,4,1
152,103.0,38.3,2006-04-02,2006,4,2
153,103.0,38.4,2006-04-03,2006,4,3
154,102.0,38.6,2006-04-04,2006,4,4
155,101.0,38.9,2006-04-05,2006,4,5
156,100.0,38.9,2006-04-06,2006,4,6
157,99.0,40.1,2006-04-07,2006,4,7
158,97.0,40.1,2006-04-08,2006,4,8
159,97.0,40.7,2006-04-09,2006,4,9
160,99.0,41.0,2006-04-10,2006,4,10
161,97.0,40.6,2006-04-11,2006,4,11
162,97.0,40.4,2006-04-12,2006,4,12
163,97.0,40.6,2006-04-13,2006,4,13
164,97.0,40.6,2006-04-14,2006,4,14
165,97.0,40.9,2006-04-15,2006,4,15
166,99.0,41.0,2006-04-16,2006,4,16
167,99.0,41.0,2006-04-17,2006,4,17
168,98.0,40.8,2006-04-18,2006,4,18
169,98.0,40.9,2006-04-19,2006,4,19
170,96.0,41.1,2006-04-20,2006,4,20
171,96.0,41.4,2006-04-21,2006,4,21
172,93.0,41.6,2006-04-22,2006,4,22
173,93.0,41.3,2006-04-23,2006,4,23
174,93.0,41.1,2006-04-24,2006,4,24
175,91.0,41.1,2006-04-25,2006,4,25
176,91.0,40.8,2006-04-26,2006,4,26
177,89.0,40.7,2006-04-27,2006,4,27
178,88.0,40.5,2006-04-28,2006,4,28
179,86.0,40.5,2006-04-29,2006,4,29
180,84.0,39.8,2006-04-30,2006,4,30
181,86.0,40.2,2006-05-01,2006,5,1
182,89.0,40.1,2006-05-02,2006,5,2
183,88.0,40.1,2006-05-03,2006,5,3
184,86.0,40.1,2006-05-04,2006,5,4
185,86.0,40.0,2006-05-05,2006,5,5
186,84.0,40.0,2006-05-06,2006,5,6
187,82.0,39.6,2006-05-07,2006,5,7
188,86.0,39.6,2006-05-08,2006,5,8
189,89.0,39.8,2006-05-09,2006,5,9
190,86.0,39.7,2006-05-10,2006,5,10
191,85.0,39.7,2006-05-11,2006,5,11
192,83.0,39.5,2006-05-12,2006,5,12
193,83.0,39.2,2006-05-13,2006,5,13
194,81.0,39.1,2006-05-14,2006,5,14
195,78.0,38.7,2006-05-15,2006,5,15
