,SNWD,WTEQ,date,year,month,day
47,28.0,7.9,2011-12-18,2011,12,18
48,30.0,8.1,2011-12-19,2011,12,19
49,29.0,8.1,2011-12-20,2011,12,20
50,29.0,8.1,2011-12-21,2011,12,21
51,28.0,8.1,2011-12-22,2011,12,22
52,28.0,8.1,2011-12-23,2011,12,23
53,28.0,8.1,2011-12-24,2011,12,24
54,30.0,8.5,2011-12-25,2011,12,25
55,30.0,8.5,2011-12-26,2011,12,26
56,30.0,8.5,2011-12-27,2011,12,27
57,33.0,9.0,2011-12-28,2011,12,28
58,37.0,9.8,2011-12-29,2011,12,29
59,37.0,10.4,2011-12-30,2011,12,30
60,41.0,11.1,2011-12-31,2011,12,31
61,40.0,11.1,2012-01-01,2012,1,1
62,39.0,11.1,2012-01-02,2012,1,2
63,40.0,11.2,2012-01-03,2012,1,3
64,40.0,11.3,2012-01-04,2012,1,4
65,40.0,11.4,2012-01-05,2012,1,5
66,40.0,11.4,2012-01-06,2012,1,6
67,40.0,11.4,2012-01-07,2012,1,7
68,41.0,11.5,2012-01-08,2012,1,8
69,40.0,11.5,2012-01-09,2012,1,9
70,42.0,11.8,2012-01-10,2012,1,10
71,48.0,12.8,2012-01-11,2012,1,11
72,47.0,12.8,2012-01-12,2012,1,12
73,46.0,12.8,2012-01-13,2012,1,13
74,46.0,12.9,2012-01-14,2012,1,14
75,50.0,13.3,2012-01-15,2012,1,15
76,49.0,13.3,2012-01-16,2012,1,16
77,52.0,13.6,2012-01-17,2012,1,17
78,62.0,14.4,2012-01-18,2012,1,18
79,61.0,14.7,2012-01-19,2012,1,19
80,58.0,14.7,2012-01-20,2012,1,20
81,57.0,14.9,2012-01-21,2012,1,21
82,58.0,15.4,2012-01-22,2012,1,22
83,58.0,15.7,2012-01-23,2012,1,23
84,58.0,15.8,2012-01-24,2012,1,24
85,59.0,16.1,2012-01-25,2012,1,25
86,60.0,16.4,2012-01-26,2012,1,26
87,62.0,16.8,2012-01-27,2012,1,27
88,61.0,16.9,2012-01-28,2012,1,28
89,62.0,17.2,2012-01-29,2012,1,29
90,66.0,18.1,2012-01-30,2012,1,30
91,70.0,19.1,2012-01-31,2012,1,31
92,69.0,19.2,2012-02-01,2012,2,1
93,71.0,19.5,2012-02-02,2012,2,2
94,70.0,19.5,2012-02-03,2012,2,3
95,69.0,19.5,2012-02-04,2012,2,4
96,68.0,19.5,2012-02-05,2012,2,5
97,67.0,19.5,2012-02-06,2012,2,6
98,66.0,19.5,2012-02-07,2012,2,7
99,66.0,19.5,2012-02-08,2012,2,8
100,68.0,19.7,2012-02-09,2012,2,9
101,67.0,19.8,2012-02-10,2012,2,10
102,66.0,19.8,2012-02-11,2012,2,11
103,66.0,19.8,2012-02-12,2012,2,12
104,66.0,20.0,2012-02-13,2012,2,13
105,71.0,20.5,2012-02-14,2012,2,14
106,71.0,20.5,2012-02-15,2012,2,15
107,69.0,20.5,2012-02-16,2012,2,16
108,71.0,20.8,2012-02-17,2012,2,17
109,70.0,20.8,2012-02-18,2012,2,18
110,70.0,21.0,2012-02-19,2012,2,19
111,76.0,21.7,2012-02-20,2012,2,20
112,88.0,22.5,2012-02-21,2012,2,21
113,86.0,22.9,2012-02-22,2012,2,22
114,84.0,23.1,2012-02-23,2012,2,23
115,82.0,23.1,2012-02-24,2012,2,24
116,87.0,23.8,2012-02-25,2012,2,25
117,102.0,26.3,2012-02-26,2012,2,26
118,107.0,27.2,2012-02-27,2012,2,27
119,102.0,27.2,2012-02-28,2012,2,28
120,99.0,27.2,2012-02-29,2012,2,29
121,105.0,27.6,2012-03-01,2012,3,1
122,112.0,28.4,2012-03-02,2012,3,2
123,107.0,28.4,2012-03-03,2012,3,3
124,104.0,28.7,2012-03-04,2012,3,4
125,100.0,28.8,2012-03-05,2012,3,5
126,101.0,29.3,2012-03-06,2012,3,6
127,103.0,29.6,2012-03-07,2012,3,7
128,101.0,29.6,2012-03-08,2012,3,8
129,98.0,29.7,2012-03-09,2012,3,9
130,96.0,29.8,2012-03-10,2012,3,10
131,94.0,29.8,2012-03-11,2012,3,11
132,98.0,30.3,2012-03-12,2012,3,12
133,97.0,30.6,2012-03-13,2012,3,13
134,99.0,31.0,2012-03-14,2012,3,14
135,100.0,31.3,2012-03-15,2012,3,15
136,103.0,32.3,2012-03-16,2012,3,16
137,103.0,32.7,2012-03-17,2012,3,17
138,106.0,33.2,2012-03-18,2012,3,18
139,104.0,33.2,2012-03-19,2012,3,19
140,104.0,33.3,2012-03-20,2012,3,20
141,107.0,33.7,2012-03-21,2012,3,21
142,111.0,34.5,2012-03-22,2012,3,22
143,114.0,35.1,2012-03-23,2012,3,23
144,114.0,35.4,2012-03-24,2012,3,24
145,112.0,35.5,2012-03-25,2012,3,25
146,108.0,35.6,2012-03-26,2012,3,26
147,108.0,35.9,2012-03-27,2012,3,27
148,106.0,36.0,2012-03-28,2012,3,28
149,107.0,36.4,2012-03-29,2012,3,29
150,109.0,36.9,2012-03-30,2012,3,30
151,115.0,38.3,2012-03-31,2012,3,31
152,114.0,38.9,2012-04-01,2012,4,1
153,114.0,39.1,2012-04-02,2012,4,2
154,113.0,39.3,2012-04-03,2012,4,3
155,111.0,39.4,2012-04-04,2012,4,4
156,112.0,39.5,2012-04-05,2012,4,5
157,111.0,39.5,2012-04-06,2012,4,6
158,111.0,39.5,2012-04-07,2012,4,7
159,116.0,40.1,2012-04-08,2012,4,8
160,113.0,40.2,2012-04-09,2012,4,9
161,110.0,39.6,2012-04-10,2012,4,10
162,107.0,39.3,2012-04-11,2012,4,11
163,104.0,39.1,2012-04-12,2012,4,12
164,106.0,39.7,2012-04-13,2012,4,13
165,104.0,40.0,2012-04-14,2012,4,14
166,104.0,40.2,2012-04-15,2012,4,15
167,106.0,40.8,2012-04-16,2012,4,16
168,109.0,41.3,2012-04-17,2012,4,17
169,109.0,41.6,2012-04-18,2012,4,18
170,110.0,41.8,2012-04-19,2012,4,19
171,109.0,42.0,2012-04-20,2012,4,20
172,110.0,42.3,2012-04-21,2012,4,21
173,107.0,41.9,2012-04-22,2012,4,22
174,104.0,40.7,2012-04-23,2012,4,23
175,102.0,40.1,2012-04-24,2012,4,24
176,99.0,39.8,2012-04-25,2012,4,25
177,97.0,39.5,2012-04-26,2012,4,26
178,96.0,39.6,2012-04-27,2012,4,27
179,103.0,40.3,2012-04-28,2012,4,28
180,100.0,40.5,2012-04-29,2012,4,29
181,99.0,40.8,2012-04-30,2012,4,30
182,102.0,41.9,2012-05-01,2012,5,1
183,104.0,42.4,2012-05-02,2012,5,2
184,104.0,42.6,2012-05-03,2012,5,3
185,105.0,42.8,2012-05-04,2012,5,4
186,105.0,43.1,2012-05-05,2012,5,5
187,119.0,45.1,2012-05-06,2012,5,6
188,115.0,45.2,2012-05-07,2012,5,7
189,109.0,45.3,2012-05-08,2012,5,8
190,106.0,44.6,2012-05-09,2012,5,9
191,103.0,44.1,2012-05-10,2012,5,10
192,103.0,44.1,2012-05-11,2012,5,11
193,101.0,44.1,2012-05-12,2012,5,12
194,100.0,43.7,2012-05-13,2012,5,13
195,98.0,43.2,2012-05-14,2012,5,14
196,96.0,42.7,2012-05-15,2012,5,15
